doc,page,fn,nu,a0,a,b0,b,k,time,fun
IMSLP03872-Beethoven_-_Piano_Sonatas_Lamond_-_15,0,ks,-0.013060159052882485,0.0196797086903433,3.0952427169136207,0.07951990979376863,3.690928484039256,0.7211766758109843,38.615824,32.23512909918939
IMSLP03872-Beethoven_-_Piano_Sonatas_Lamond_-_15,0,m,-0.012091132815428854,0.07804988820051222,1.8981213603120932,0.07693453882822912,2.2373347303977504,0.0007770029875681242,37.997795,12.445470434079844
IMSLP03872-Beethoven_-_Piano_Sonatas_Lamond_-_15,1,ks,-0.008107161820748946,0.10500723267982401,1.6317836366480036,0.08115571970339858,3.304909092569705,1.669286230349205,39.548172,43.35850682372674
IMSLP03872-Beethoven_-_Piano_Sonatas_Lamond_-_15,1,m,0.0029978886735964883,0.030203815861839622,3.3278472191488433,0.04252169581317747,2.614733544326688,2.4730716687399994,38.299345,51.12633148018589
IMSLP03872-Beethoven_-_Piano_Sonatas_Lamond_-_15,2,ks,-0.00871694077362682,0.05754701193019475,2.6865180430457363,0.04828684172088478,2.3188554520525755,0.2012243668842985,41.849568,13.478199848538429
IMSLP03872-Beethoven_-_Piano_Sonatas_Lamond_-_15,2,m,0.03430500928101962,0.07763763841845997,2.4332795086916956,0.07497108243194091,0.904021720911663,1.5477398943829996,39.274181,93.3966341347914
IMSLP03872-Beethoven_-_Piano_Sonatas_Lamond_-_15,3,ks,-0.006177070997121626,0.0772861235040414,0.7583643102398065,0.09236645105039064,2.1859422359020346,0.5277908833676638,38.870901,31.549493695638358
IMSLP03872-Beethoven_-_Piano_Sonatas_Lamond_-_15,3,m,-0.012528576139523849,0.0855582172104005,2.707349464190478,0.11244364629815634,2.0717117786185484,1.1211548801187763,37.60304,31.648004427499743
IMSLP03872-Beethoven_-_Piano_Sonatas_Lamond_-_15,4,ks,-0.0023762623529267612,0.06289441131038992,0.8242738616092048,0.0869037460857179,1.7564066850958397,0.5436376515059315,39.295674,31.104585470006846
IMSLP03872-Beethoven_-_Piano_Sonatas_Lamond_-_15,4,m,0.00047333264039278386,0.035371569782019927,0.8367209475971793,0.07093163034103869,3.9287613758635747,0.3213358721445957,37.119008,11.840519455098747
IMSLP03872-Beethoven_-_Piano_Sonatas_Lamond_-_15,5,ks,-0.015990129318580522,0.015776168733803705,2.1735129185449322,0.09252112598238893,1.3385723884833982,0.2874416715579866,38.740936,11.898945496275473
IMSLP03872-Beethoven_-_Piano_Sonatas_Lamond_-_15,5,m,-0.009995349729917863,0.09915035504488431,3.5707638084827416,0.07126546964229,3.866828295123052,1.1874097335530096,37.571611,33.24546621004701
IMSLP03872-Beethoven_-_Piano_Sonatas_Lamond_-_15,6,ks,-0.008138020331426412,0.08274648030644637,2.2172923775975155,0.10544324026681623,4.030264532732909,0.3310899493180085,38.854962,11.411788580828865
IMSLP03872-Beethoven_-_Piano_Sonatas_Lamond_-_15,6,m,-0.0005636466834298215,0.06918477265560244,3.3280787799208924,0.08071094487586924,3.265794278542019,0.2283542650607061,39.461325,11.436054898976218
IMSLP03872-Beethoven_-_Piano_Sonatas_Lamond_-_15,7,ks,-0.005131731503215109,0.08533111590532938,3.3997159883431944,0.1254361713285181,1.4429626584270672,0.31408480983976883,38.98502,12.860363438604582
IMSLP03872-Beethoven_-_Piano_Sonatas_Lamond_-_15,7,m,0.00022749221100053143,0.11916426675027486,1.48685424161744,0.09180699022307752,2.718446058175859,0.43636048345152406,37.140701,12.207981710778462
IMSLP03872-Beethoven_-_Piano_Sonatas_Lamond_-_15,8,ks,-0.02151658661945504,0.05871866564363423,2.3898319044224383,0.0448756761625797,2.988469452891845,0.974029564728141,38.106159,33.39786009133978
IMSLP03872-Beethoven_-_Piano_Sonatas_Lamond_-_15,8,m,-0.007710028004961565,0.024926120809135047,1.4052621399455365,0.05110801932091155,3.5089123362328247,0.8781574085440209,38.174324,33.296170998444076
IMSLP03872-Beethoven_-_Piano_Sonatas_Lamond_-_15,9,ks,0.0010584342067318118,0.03201220574339671,1.9195205414119525,0.05890377991542923,1.4475708168910173,2.4499719731021834,38.279682,45.681258781850026
IMSLP03872-Beethoven_-_Piano_Sonatas_Lamond_-_15,9,m,-0.007952900116073143,0.12354226051931141,1.2980991242381823,0.057514957080899334,2.5111887065153367,1.1642904593246877,38.783578,32.154937808010644
IMSLP03872-Beethoven_-_Piano_Sonatas_Lamond_-_15,10,ks,-0.00452365774518266,0.04275828312037096,0.8711974335995438,0.1028149576686351,0.8177043320498043,0.1752481497474032,37.886639,13.4585146434381
IMSLP03872-Beethoven_-_Piano_Sonatas_Lamond_-_15,10,m,-0.004667600826284278,0.02080447785112885,0.6821036471298829,0.024624855930388725,2.4733790976723675,0.26492264357334383,37.851618,12.255275176705103
IMSLP03872-Beethoven_-_Piano_Sonatas_Lamond_-_15,11,ks,-0.01263336775396258,0.046315486866741314,2.032792560845035,0.042646588057168,1.9562159108853012,1.1039107027588162,38.786994,31.199183856160538
IMSLP03872-Beethoven_-_Piano_Sonatas_Lamond_-_15,11,m,-0.015281891666461905,0.029877591106963336,2.847557771075338,0.1110629245993155,2.7862275659852633,0.05781425058597671,37.651679,12.090633638352479
IMSLP03872-Beethoven_-_Piano_Sonatas_Lamond_-_15,12,ks,-0.007653187501257791,0.034797622046067,1.3079197835030605,0.030599544318239982,1.3577855867087654,0.2624260542725127,37.963847,13.897165581010224
