doc,page,fn,nu,a0,a,b0,b,k,time,fun
IMSLP03033-Beethoven-PianoSonataNo10Lebert,0,ks,,,,,,,,
IMSLP03033-Beethoven-PianoSonataNo10Lebert,0,m,,,,,,,,
IMSLP03033-Beethoven-PianoSonataNo10Lebert,1,ks,,,,,,,,
IMSLP03033-Beethoven-PianoSonataNo10Lebert,1,m,,,,,,,,
IMSLP03033-Beethoven-PianoSonataNo10Lebert,2,ks,-0.006769876757990148,0.06673864278888217,0.7577952980662356,0.07447741859678349,3.59762567396356,1.4519002805150876,38.381361,33.010759449119305
IMSLP03033-Beethoven-PianoSonataNo10Lebert,2,m,-0.0056879153001564535,0.03894899369561994,1.635390702782924,0.060861132749172,2.5817733959027303,1.0545538409959043,39.010179,33.163489862462704
IMSLP03033-Beethoven-PianoSonataNo10Lebert,3,ks,-0.032020187634027905,0.035856448550553977,1.334671615151192,0.09087834741106879,1.091339035327078,2.1327038651084385,37.723193,44.42300533249029
IMSLP03033-Beethoven-PianoSonataNo10Lebert,3,m,0.00018436497509681862,0.04167502141599205,0.7608048448274629,0.08471089007678304,2.445114760309662,1.093356252777443,39.527151,33.069850219768014
IMSLP03033-Beethoven-PianoSonataNo10Lebert,4,ks,-0.01934031445973179,0.11814481770740312,2.7196806204781985,0.053402841552361836,3.881821911830778,0.47110314953450105,39.060113,12.779918874839703
IMSLP03033-Beethoven-PianoSonataNo10Lebert,4,m,0.0007580180096745364,0.019124078028070667,3.8719469173694003,0.04858172882625288,2.1495346359063303,0.2256000920256685,39.456818,12.470180881170792
IMSLP03033-Beethoven-PianoSonataNo10Lebert,5,ks,0.030229921203719735,0.09473467195816788,2.1007865423741685,0.04363458701531518,1.553426843346479,1.7429067643105884,38.97285,93.79718083048053
IMSLP03033-Beethoven-PianoSonataNo10Lebert,5,m,0.0006434202059310626,0.11825700798920716,0.6835655468809316,0.1161037369568064,1.7356561600929181,0.051669113121523114,38.3951,16.766109854619348
IMSLP03033-Beethoven-PianoSonataNo10Lebert,6,ks,-0.0030861182690328243,0.07004465200399634,1.5277643182956284,0.10379730215702804,2.441536350428808,0.2421089865527002,37.272864,11.444963262830512
IMSLP03033-Beethoven-PianoSonataNo10Lebert,6,m,-0.0020457713634565713,0.11393078822260105,2.6155080682263048,0.10582493906091711,4.561195733622064,0.2519371353778112,38.171454,11.56539762056622
IMSLP03033-Beethoven-PianoSonataNo10Lebert,7,ks,-0.007915800855888586,0.0950747396507173,0.9449656490540148,0.05577669410688042,3.667552465145236,0.4859933895431451,39.431816,13.044174875924417
IMSLP03033-Beethoven-PianoSonataNo10Lebert,7,m,-0.005575259092017241,0.02058497049495371,3.895677751352813,0.05439542112884044,2.58874018387898,1.3934882168120617,42.047155,33.30140561344814
IMSLP03033-Beethoven-PianoSonataNo10Lebert,8,ks,0.00027782603638339815,0.12738107412377436,2.0745223723116544,0.08416083595116203,1.9440834474534747,0.10453999269702785,38.673863,12.47597601186581
IMSLP03033-Beethoven-PianoSonataNo10Lebert,8,m,-0.008192760768269448,0.033936258762905014,0.4168692807649066,0.17909444031169586,3.6715284487514532,0.44926936844531573,37.331657,12.918963261971196
IMSLP03033-Beethoven-PianoSonataNo10Lebert,9,ks,-0.00621154119277309,0.14011700909147734,1.788200271827772,0.10493770952430692,1.0678942342435305,1.0990029539922879,37.952371,33.30637746642473
IMSLP03033-Beethoven-PianoSonataNo10Lebert,9,m,0.012385031606278234,0.012935069027296747,3.0243796203429802,0.06863815609352877,1.6251695841787792,0.8006393647529813,39.433535,66.99323247727196
IMSLP03033-Beethoven-PianoSonataNo10Lebert,10,ks,-0.00947581576456643,0.11545267383820984,1.9272934315862822,0.09586507320770549,3.8009111406883695,1.2390527252318595,39.267124,32.49510511490163
IMSLP03033-Beethoven-PianoSonataNo10Lebert,10,m,-0.005469669980544649,0.07944965355668734,3.1644477316349366,0.06733089769778342,2.3962422877689598,1.3276662605518927,38.743984,32.70408019884982
IMSLP03033-Beethoven-PianoSonataNo10Lebert,11,ks,-0.013684864223751007,0.044751095668682794,1.6638276250243385,0.012607286753975676,1.0388509468937948,2.479287675570103,37.613824,44.313490050949994
IMSLP03033-Beethoven-PianoSonataNo10Lebert,11,m,0.00032171557265017747,0.05528423670660024,4.014634270797216,0.1140726595562033,3.077386941743939,0.20177195567587325,37.829846,13.227285247204732
IMSLP03033-Beethoven-PianoSonataNo10Lebert,12,ks,0.0407534208651948,0.01651501151012867,3.1532237923906274,0.0866667835397229,1.3502664988908775,1.754523490820779,38.419583,95.47102217084318
IMSLP03033-Beethoven-PianoSonataNo10Lebert,12,m,-0.03598957173101072,0.08958405667692743,0.8502347052101691,0.03807655882923945,4.137529953411687,1.2141941982168158,38.427374,32.81103577323314
IMSLP03033-Beethoven-PianoSonataNo10Lebert,13,ks,0.00035067038750551463,0.1212699158461375,2.00310067479337,0.08526931246646394,4.295701359897154,1.4415804429715684,39.112047,32.70901676239857
IMSLP03033-Beethoven-PianoSonataNo10Lebert,13,m,-0.009042610673623254,0.040347567702036374,0.9358912299738851,0.09747505123459164,3.6228494532174818,0.7679142835665651,39.135586,32.92036154527621
IMSLP03033-Beethoven-PianoSonataNo10Lebert,14,ks,-0.024672294057623518,0.0280719920612207,1.8921171729419752,0.018571506091875942,0.9281977528575909,1.3303672374433169,39.088365,32.92467712633471
IMSLP03033-Beethoven-PianoSonataNo10Lebert,14,m,0.000699234573953586,0.04493716669415049,1.5998304219380728,0.08407205336424944,4.0130709491002445,0.48312613292213524,37.7196,12.563244919488772
