doc,page,fn,nu,a0,a,b0,b,k,time,fun
IMSLP161338-PMLP35850-Beethoven-K__hler_Sonate_Op.10_No2_Pf4h,0,ks,,,,,,,,
IMSLP161338-PMLP35850-Beethoven-K__hler_Sonate_Op.10_No2_Pf4h,0,m,,,,,,,,
IMSLP161338-PMLP35850-Beethoven-K__hler_Sonate_Op.10_No2_Pf4h,1,ks,-0.005890540106149134,0.03570855779281604,0.9289839966169549,0.04617928164066595,2.2068049393249183,0.9357361205893504,39.076507,32.98183083876886
IMSLP161338-PMLP35850-Beethoven-K__hler_Sonate_Op.10_No2_Pf4h,1,m,-0.005450772304280697,0.0462176524761707,1.5511618326087082,0.158162714276172,4.228705918698325,0.43624095171325905,38.408966,11.896639645887172
IMSLP161338-PMLP35850-Beethoven-K__hler_Sonate_Op.10_No2_Pf4h,2,ks,0.03149401324584171,0.04152485307852777,3.5721840355010817,0.03083463449945463,1.1384968731202196,1.540525457616603,38.775784,93.78031216231123
IMSLP161338-PMLP35850-Beethoven-K__hler_Sonate_Op.10_No2_Pf4h,2,m,-0.009999880792621254,0.04183232386693285,2.9637865796474436,0.03965681357274155,2.6601838930322295,0.7138294478581027,38.237744,33.27573384548863
IMSLP161338-PMLP35850-Beethoven-K__hler_Sonate_Op.10_No2_Pf4h,3,ks,-0.006961275530311572,0.06586166310782676,1.9885778268318957,0.05367606960527933,1.6908212019543383,1.4730464274649577,39.567521,33.26510213064584
IMSLP161338-PMLP35850-Beethoven-K__hler_Sonate_Op.10_No2_Pf4h,3,m,-0.001679509138438842,0.07288322776196682,1.7785201726575326,0.019571693617009157,3.971462164002177,0.35742479111358916,39.028726,11.562375986382673
IMSLP161338-PMLP35850-Beethoven-K__hler_Sonate_Op.10_No2_Pf4h,4,ks,-0.00735111896998763,0.07835679345618934,1.1284320243101162,0.05225460140057939,1.2112287811081337,1.370984229022369,39.238692,32.516328587924114
IMSLP161338-PMLP35850-Beethoven-K__hler_Sonate_Op.10_No2_Pf4h,4,m,-0.00044329419797216655,0.020586840891579514,1.142537663251043,0.045907855491905555,1.3697981000436656,2.1566986167850892,38.111923,45.15985538688503
IMSLP161338-PMLP35850-Beethoven-K__hler_Sonate_Op.10_No2_Pf4h,5,ks,-0.0005924720170460019,0.04661596986313943,1.4084075237742306,0.061718669045603136,0.8127675045126177,1.4517281593215707,39.211483,33.69384612709287
IMSLP161338-PMLP35850-Beethoven-K__hler_Sonate_Op.10_No2_Pf4h,5,m,-0.0187547607403513,0.10699328943347353,2.3862062743409647,0.09925608210742885,3.0700520280827472,0.16674433734559377,41.136681,11.426390790916223
IMSLP161338-PMLP35850-Beethoven-K__hler_Sonate_Op.10_No2_Pf4h,6,ks,0.0988266118206152,0.05072739854525732,1.9855223318890665,0.037281174792223266,2.690705405137071,0.5927152712755364,38.091763,96.40532017453111
IMSLP161338-PMLP35850-Beethoven-K__hler_Sonate_Op.10_No2_Pf4h,6,m,-0.008533692780078837,0.13397675844913867,6.951676225831754,0.1089725065855221,2.5062039711963973,0.12706956208342435,38.697369,11.331893356540588
IMSLP161338-PMLP35850-Beethoven-K__hler_Sonate_Op.10_No2_Pf4h,7,ks,-0.011341324276713059,0.03713708068521243,1.6931223637224602,0.06858440723514797,4.4996557475037715,0.26711180008908775,38.301361,11.400655406383068
IMSLP161338-PMLP35850-Beethoven-K__hler_Sonate_Op.10_No2_Pf4h,7,m,-0.0013161542429533397,0.056359859590455266,1.932513668528789,0.021998233042024702,4.778817971020546,0.857968613981007,38.793048,32.60969598082335
IMSLP161338-PMLP35850-Beethoven-K__hler_Sonate_Op.10_No2_Pf4h,8,ks,0.0003026381599059644,0.01231207298976263,3.632588612638876,0.09614976141343701,2.526938019970094,0.2843124320785939,39.253992,12.15343978379623
IMSLP161338-PMLP35850-Beethoven-K__hler_Sonate_Op.10_No2_Pf4h,8,m,-0.004309598933998735,0.1369549522034763,2.448570480982413,0.09134828049817234,3.5937875399778525,1.1849267121267708,40.048351,33.540149672657044
IMSLP161338-PMLP35850-Beethoven-K__hler_Sonate_Op.10_No2_Pf4h,9,ks,-0.018518319563376788,0.07373198362448224,4.730620910934659,0.10187567517624294,2.005251482504362,2.207465301233613,40.233727,44.95228692673239
IMSLP161338-PMLP35850-Beethoven-K__hler_Sonate_Op.10_No2_Pf4h,9,m,-0.0037870258626376704,0.09881475324742629,1.3317347829228794,0.12019138845779846,2.1077917171498264,0.26219874955731415,37.988593,12.762794901684877
IMSLP161338-PMLP35850-Beethoven-K__hler_Sonate_Op.10_No2_Pf4h,10,ks,0.06173827288538793,0.04227273952316227,1.0131005668158926,0.026155392676768065,1.7449225097121281,1.9504310075508984,37.471839,96.72341110817742
IMSLP161338-PMLP35850-Beethoven-K__hler_Sonate_Op.10_No2_Pf4h,10,m,-0.03400324915538012,0.07578090411116084,1.9533925361095759,0.11015136030062173,1.5672296468914402,0.2010403551844615,39.111835,11.995781658314433
IMSLP161338-PMLP35850-Beethoven-K__hler_Sonate_Op.10_No2_Pf4h,11,ks,-0.0058214651246216425,0.027286181125128362,2.2220142328923487,0.01622268378948051,3.7422812438358477,0.4936839451210333,38.228533,12.180310669626213
